datetime,discharge_m3s,station,station_id
2015-02-15,433.16,kemijoki_rovaniemi,4400810
2015-02-16,399.67,kemijoki_rovaniemi,4400810
2015-02-17,437.05,kemijoki_rovaniemi,4400810
2015-02-18,448.32,kemijoki_rovaniemi,4400810
2015-02-19,379.67,kemijoki_rovaniemi,4400810
2015-02-20,382.03,kemijoki_rovaniemi,4400810
2015-02-21,402.3,kemijoki_rovaniemi,4400810
2015-02-22,415.38,kemijoki_rovaniemi,4400810
2015-02-23,391.35,kemijoki_rovaniemi,4400810
2015-02-24,445.9,kemijoki_rovaniemi,4400810
2015-02-25,419.13,kemijoki_rovaniemi,4400810
2015-02-26,408.16,kemijoki_rovaniemi,4400810
2015-02-27,365.59,kemijoki_rovaniemi,4400810
2015-02-28,369.33,kemijoki_rovaniemi,4400810
2015-03-01,415.94,kemijoki_rovaniemi,4400810
2015-03-02,346.31,kemijoki_rovaniemi,4400810
2015-03-03,437.95,kemijoki_rovaniemi,4400810
2015-03-04,404.5,kemijoki_rovaniemi,4400810
2015-03-05,503.72,kemijoki_rovaniemi,4400810
2015-03-06,477.29,kemijoki_rovaniemi,4400810
2015-03-07,405.89,kemijoki_rovaniemi,4400810
2015-03-08,409.0,kemijoki_rovaniemi,4400810
2015-03-09,442.02,kemijoki_rovaniemi,4400810
2015-03-10,463.77,kemijoki_rovaniemi,4400810
2015-03-11,368.29,kemijoki_rovaniemi,4400810
2015-03-12,365.61,kemijoki_rovaniemi,4400810
2015-03-13,401.22,kemijoki_rovaniemi,4400810
2015-03-14,438.25,kemijoki_rovaniemi,4400810
2015-03-15,438.13,kemijoki_rovaniemi,4400810
2015-03-16,457.41,kemijoki_rovaniemi,4400810
2015-03-17,394.6,kemijoki_rovaniemi,4400810
2015-03-18,365.58,kemijoki_rovaniemi,4400810
2015-03-19,461.38,kemijoki_rovaniemi,4400810
2015-03-20,416.65,kemijoki_rovaniemi,4400810
2015-03-21,386.75,kemijoki_rovaniemi,4400810
2015-03-22,454.58,kemijoki_rovaniemi,4400810
2015-03-23,478.98,kemijoki_rovaniemi,4400810
2015-03-24,458.57,kemijoki_rovaniemi,4400810
2015-03-25,455.52,kemijoki_rovaniemi,4400810
2015-03-26,471.45,kemijoki_rovaniemi,4400810
2015-03-27,473.19,kemijoki_rovaniemi,4400810
2015-03-28,453.34,kemijoki_rovaniemi,4400810
2015-03-29,480.82,kemijoki_rovaniemi,4400810
2015-03-30,526.42,kemijoki_rovaniemi,4400810
2015-03-31,531.03,kemijoki_rovaniemi,4400810
2015-04-01,537.6,kemijoki_rovaniemi,4400810
2015-04-02,515.52,kemijoki_rovaniemi,4400810
2015-04-03,551.38,kemijoki_rovaniemi,4400810
2015-04-04,506.34,kemijoki_rovaniemi,4400810
2015-04-05,588.04,kemijoki_rovaniemi,4400810
2015-04-06,638.19,kemijoki_rovaniemi,4400810
2015-04-07,568.36,kemijoki_rovaniemi,4400810
2015-04-08,608.86,kemijoki_rovaniemi,4400810
2015-04-09,650.48,kemijoki_rovaniemi,4400810
2015-04-10,692.62,kemijoki_rovaniemi,4400810
2015-04-11,658.81,kemijoki_rovaniemi,4400810
2015-04-12,667.35,kemijoki_rovaniemi,4400810
2015-04-13,645.95,kemijoki_rovaniemi,4400810
2015-04-14,721.57,kemijoki_rovaniemi,4400810
2015-04-15,793.11,kemijoki_rovaniemi,4400810
2015-04-16,756.94,kemijoki_rovaniemi,4400810
2015-04-17,762.83,kemijoki_rovaniemi,4400810
2015-04-18,786.88,kemijoki_rovaniemi,4400810
2015-04-19,790.64,kemijoki_rovaniemi,4400810
2015-04-20,780.07,kemijoki_rovaniemi,4400810
2015-04-21,839.35,kemijoki_rovaniemi,4400810
2015-04-22,832.91,kemijoki_rovaniemi,4400810
2015-04-23,836.72,kemijoki_rovaniemi,4400810
2015-04-24,816.64,kemijoki_rovaniemi,4400810
2015-04-25,890.24,kemijoki_rovaniemi,4400810
2015-04-26,877.96,kemijoki_rovaniemi,4400810
2015-04-27,847.57,kemijoki_rovaniemi,4400810
2015-04-28,896.2,kemijoki_rovaniemi,4400810
2015-04-29,854.85,kemijoki_rovaniemi,4400810
2015-04-30,847.32,kemijoki_rovaniemi,4400810
2015-05-01,847.25,kemijoki_rovaniemi,4400810
2015-05-02,815.78,kemijoki_rovaniemi,4400810
2015-05-03,877.27,kemijoki_rovaniemi,4400810
2015-05-04,805.58,kemijoki_rovaniemi,4400810
2015-05-05,816.81,kemijoki_rovaniemi,4400810
2015-05-06,784.73,kemijoki_rovaniemi,4400810
2015-05-07,833.71,kemijoki_rovaniemi,4400810
2015-05-08,822.0,kemijoki_rovaniemi,4400810
2015-05-09,806.0,kemijoki_rovaniemi,4400810
2015-05-10,773.41,kemijoki_rovaniemi,4400810
2015-05-11,756.97,kemijoki_rovaniemi,4400810
2015-05-12,791.01,kemijoki_rovaniemi,4400810
2015-05-13,747.51,kemijoki_rovaniemi,4400810
2015-05-14,758.07,kemijoki_rovaniemi,4400810
2015-05-15,708.21,kemijoki_rovaniemi,4400810
2015-05-16,723.82,kemijoki_rovaniemi,4400810
2015-05-17,740.84,kemijoki_rovaniemi,4400810
2015-05-18,704.43,kemijoki_rovaniemi,4400810
2015-05-19,659.85,kemijoki_rovaniemi,4400810
2015-05-20,663.74,kemijoki_rovaniemi,4400810
2015-05-21,633.96,kemijoki_rovaniemi,4400810
2015-05-22,626.08,kemijoki_rovaniemi,4400810
2015-05-23,601.66,kemijoki_rovaniemi,4400810
2015-05-24,591.99,kemijoki_rovaniemi,4400810
2015-05-25,589.01,kemijoki_rovaniemi,4400810
2015-05-26,540.67,kemijoki_rovaniemi,4400810
2015-05-27,527.18,kemijoki_rovaniemi,4400810
2015-05-28,504.11,kemijoki_rovaniemi,4400810
2015-05-29,486.32,kemijoki_rovaniemi,4400810
2015-05-30,486.4,kemijoki_rovaniemi,4400810
2015-05-31,515.93,kemijoki_rovaniemi,4400810
2015-06-01,475.66,kemijoki_rovaniemi,4400810
2015-06-02,507.32,kemijoki_rovaniemi,4400810
2015-06-03,484.95,kemijoki_rovaniemi,4400810
2015-06-04,418.98,kemijoki_rovaniemi,4400810
2015-06-05,487.79,kemijoki_rovaniemi,4400810
2015-06-06,485.62,kemijoki_rovaniemi,4400810
2015-06-07,427.15,kemijoki_rovaniemi,4400810
2015-06-08,462.56,kemijoki_rovaniemi,4400810
2015-06-09,420.44,kemijoki_rovaniemi,4400810
2015-06-10,443.5,kemijoki_rovaniemi,4400810
2015-06-11,399.83,kemijoki_rovaniemi,4400810
2015-06-12,380.75,kemijoki_rovaniemi,4400810
2015-06-13,418.29,kemijoki_rovaniemi,4400810
2015-06-14,422.8,kemijoki_rovaniemi,4400810
2015-06-15,412.18,kemijoki_rovaniemi,4400810
2015-06-16,387.01,kemijoki_rovaniemi,4400810
2015-06-17,407.66,kemijoki_rovaniemi,4400810
2015-06-18,425.22,kemijoki_rovaniemi,4400810
2015-06-19,414.49,kemijoki_rovaniemi,4400810
2015-06-20,419.67,kemijoki_rovaniemi,4400810
2015-06-21,393.72,kemijoki_rovaniemi,4400810
2015-06-22,446.06,kemijoki_rovaniemi,4400810
2015-06-23,377.05,kemijoki_rovaniemi,4400810
2015-06-24,424.5,kemijoki_rovaniemi,4400810
2015-06-25,443.95,kemijoki_rovaniemi,4400810
2015-06-26,423.03,kemijoki_rovaniemi,4400810
2015-06-27,402.71,kemijoki_rovaniemi,4400810
2015-06-28,392.83,kemijoki_rovaniemi,4400810
2015-06-29,437.84,kemijoki_rovaniemi,4400810
2015-06-30,366.22,kemijoki_rovaniemi,4400810
2015-07-01,379.1,kemijoki_rovaniemi,4400810
2015-07-02,395.49,kemijoki_rovaniemi,4400810
2015-07-03,442.73,kemijoki_rovaniemi,4400810
2015-07-04,417.7,kemijoki_rovaniemi,4400810
2015-07-05,378.49,kemijoki_rovaniemi,4400810
2015-07-06,397.46,kemijoki_rovaniemi,4400810
2015-07-07,388.55,kemijoki_rovaniemi,4400810
2015-07-08,385.72,kemijoki_rovaniemi,4400810
2015-07-09,434.63,kemijoki_rovaniemi,4400810
2015-07-10,366.41,kemijoki_rovaniemi,4400810
2015-07-11,452.81,kemijoki_rovaniemi,4400810
2015-07-12,430.14,kemijoki_rovaniemi,4400810
2015-07-13,437.73,kemijoki_rovaniemi,4400810
2015-07-14,392.65,kemijoki_rovaniemi,4400810
2015-07-15,401.71,kemijoki_rovaniemi,4400810
2015-07-16,364.49,kemijoki_rovaniemi,4400810
2015-07-17,390.82,kemijoki_rovaniemi,4400810
2015-07-18,420.35,kemijoki_rovaniemi,4400810
2015-07-19,443.61,kemijoki_rovaniemi,4400810
2015-07-20,373.91,kemijoki_rovaniemi,4400810
2015-07-21,395.41,kemijoki_rovaniemi,4400810
2015-07-22,401.62,kemijoki_rovaniemi,4400810
2015-07-23,365.53,kemijoki_rovaniemi,4400810
2015-07-24,423.16,kemijoki_rovaniemi,4400810
2015-07-25,385.01,kemijoki_rovaniemi,4400810
2015-07-26,400.34,kemijoki_rovaniemi,4400810
2015-07-27,392.9,kemijoki_rovaniemi,4400810
2015-07-28,383.11,kemijoki_rovaniemi,4400810
2015-07-29,405.8,kemijoki_rovaniemi,4400810
2015-07-30,399.75,kemijoki_rovaniemi,4400810
2015-07-31,395.22,kemijoki_rovaniemi,4400810
2015-08-01,384.88,kemijoki_rovaniemi,4400810
2015-08-02,415.27,kemijoki_rovaniemi,4400810
2015-08-03,453.96,kemijoki_rovaniemi,4400810
2015-08-04,410.06,kemijoki_rovaniemi,4400810
2015-08-05,434.89,kemijoki_rovaniemi,4400810
2015-08-06,365.68,kemijoki_rovaniemi,4400810
2015-08-07,410.58,kemijoki_rovaniemi,4400810
2015-08-08,374.18,kemijoki_rovaniemi,4400810
2015-08-09,363.17,kemijoki_rovaniemi,4400810
2015-08-10,384.56,kemijoki_rovaniemi,4400810
2015-08-11,440.57,kemijoki_rovaniemi,4400810
2015-08-12,433.55,kemijoki_rovaniemi,4400810
2015-08-13,413.05,kemijoki_rovaniemi,4400810
2015-08-14,361.55,kemijoki_rovaniemi,4400810
2015-08-15,400.31,kemijoki_rovaniemi,4400810
2015-08-16,414.75,kemijoki_rovaniemi,4400810
2015-08-17,411.09,kemijoki_rovaniemi,4400810
2015-08-18,352.53,kemijoki_rovaniemi,4400810
2015-08-19,380.18,kemijoki_rovaniemi,4400810
2015-08-20,404.14,kemijoki_rovaniemi,4400810
2015-08-21,421.55,kemijoki_rovaniemi,4400810
2015-08-22,342.31,kemijoki_rovaniemi,4400810
2015-08-23,401.3,kemijoki_rovaniemi,4400810
2015-08-24,410.15,kemijoki_rovaniemi,4400810
2015-08-25,430.64,kemijoki_rovaniemi,4400810
2015-08-26,426.09,kemijoki_rovaniemi,4400810
2015-08-27,422.89,kemijoki_rovaniemi,4400810
2015-08-28,382.8,kemijoki_rovaniemi,4400810
2015-08-29,350.67,kemijoki_rovaniemi,4400810
2015-08-30,394.6,kemijoki_rovaniemi,4400810
2015-08-31,435.05,kemijoki_rovaniemi,4400810
2015-09-01,446.41,kemijoki_rovaniemi,4400810
2015-09-02,426.61,kemijoki_rovaniemi,4400810
2015-09-03,418.45,kemijoki_rovaniemi,4400810
2015-09-04,417.01,kemijoki_rovaniemi,4400810
2015-09-05,389.87,kemijoki_rovaniemi,4400810
2015-09-06,402.23,kemijoki_rovaniemi,4400810
2015-09-07,454.4,kemijoki_rovaniemi,4400810
2015-09-08,378.67,kemijoki_rovaniemi,4400810
2015-09-09,452.83,kemijoki_rovaniemi,4400810
2015-09-10,396.66,kemijoki_rovaniemi,4400810
2015-09-11,444.44,kemijoki_rovaniemi,4400810
2015-09-12,365.2,kemijoki_rovaniemi,4400810
2015-09-13,422.99,kemijoki_rovaniemi,4400810
2015-09-14,384.63,kemijoki_rovaniemi,4400810
2015-09-15,364.96,kemijoki_rovaniemi,4400810
2015-09-16,412.34,kemijoki_rovaniemi,4400810
2015-09-17,435.27,kemijoki_rovaniemi,4400810
2015-09-18,381.5,kemijoki_rovaniemi,4400810
2015-09-19,362.53,kemijoki_rovaniemi,4400810
2015-09-20,403.34,kemijoki_rovaniemi,4400810
2015-09-21,403.46,kemijoki_rovaniemi,4400810
2015-09-22,421.9,kemijoki_rovaniemi,4400810
2015-09-23,433.54,kemijoki_rovaniemi,4400810
2015-09-24,404.28,kemijoki_rovaniemi,4400810
2015-09-25,459.81,kemijoki_rovaniemi,4400810
2015-09-26,412.5,kemijoki_rovaniemi,4400810
2015-09-27,395.95,kemijoki_rovaniemi,4400810
2015-09-28,359.26,kemijoki_rovaniemi,4400810
2015-09-29,398.38,kemijoki_rovaniemi,4400810
2015-09-30,396.24,kemijoki_rovaniemi,4400810
2015-10-01,433.85,kemijoki_rovaniemi,4400810
2015-10-02,419.41,kemijoki_rovaniemi,4400810
2015-10-03,371.8,kemijoki_rovaniemi,4400810
2015-10-04,411.0,kemijoki_rovaniemi,4400810
2015-10-05,425.47,kemijoki_rovaniemi,4400810
2015-10-06,450.31,kemijoki_rovaniemi,4400810
2015-10-07,431.74,kemijoki_rovaniemi,4400810
2015-10-08,428.06,kemijoki_rovaniemi,4400810
2015-10-09,407.74,kemijoki_rovaniemi,4400810
2015-10-10,417.26,kemijoki_rovaniemi,4400810
2015-10-11,442.24,kemijoki_rovaniemi,4400810
2015-10-12,367.35,kemijoki_rovaniemi,4400810
2015-10-13,395.87,kemijoki_rovaniemi,4400810
2015-10-14,383.6,kemijoki_rovaniemi,4400810
2015-10-15,417.0,kemijoki_rovaniemi,4400810
2015-10-16,441.68,kemijoki_rovaniemi,4400810
2015-10-17,388.69,kemijoki_rovaniemi,4400810
2015-10-18,336.68,kemijoki_rovaniemi,4400810
2015-10-19,394.05,kemijoki_rovaniemi,4400810
2015-10-20,432.49,kemijoki_rovaniemi,4400810
2015-10-21,421.59,kemijoki_rovaniemi,4400810
2015-10-22,418.42,kemijoki_rovaniemi,4400810
2015-10-23,397.88,kemijoki_rovaniemi,4400810
2015-10-24,368.91,kemijoki_rovaniemi,4400810
2015-10-25,420.94,kemijoki_rovaniemi,4400810
2015-10-26,381.81,kemijoki_rovaniemi,4400810
2015-10-27,469.34,kemijoki_rovaniemi,4400810
2015-10-28,422.54,kemijoki_rovaniemi,4400810
2015-10-29,389.16,kemijoki_rovaniemi,4400810
2015-10-30,388.27,kemijoki_rovaniemi,4400810
2015-10-31,403.3,kemijoki_rovaniemi,4400810
2015-11-01,399.05,kemijoki_rovaniemi,4400810
2015-11-02,438.39,kemijoki_rovaniemi,4400810
2015-11-03,411.41,kemijoki_rovaniemi,4400810
2015-11-04,384.78,kemijoki_rovaniemi,4400810
2015-11-05,460.82,kemijoki_rovaniemi,4400810
2015-11-06,407.43,kemijoki_rovaniemi,4400810
2015-11-07,428.3,kemijoki_rovaniemi,4400810
2015-11-08,388.36,kemijoki_rovaniemi,4400810
2015-11-09,416.53,kemijoki_rovaniemi,4400810
2015-11-10,415.02,kemijoki_rovaniemi,4400810
2015-11-11,351.2,kemijoki_rovaniemi,4400810
2015-11-12,464.44,kemijoki_rovaniemi,4400810
2015-11-13,443.43,kemijoki_rovaniemi,4400810
2015-11-14,394.48,kemijoki_rovaniemi,4400810
2015-11-15,374.03,kemijoki_rovaniemi,4400810
2015-11-16,416.08,kemijoki_rovaniemi,4400810
2015-11-17,408.51,kemijoki_rovaniemi,4400810
2015-11-18,416.31,kemijoki_rovaniemi,4400810
2015-11-19,411.56,kemijoki_rovaniemi,4400810
2015-11-20,420.68,kemijoki_rovaniemi,4400810
2015-11-21,447.97,kemijoki_rovaniemi,4400810
2015-11-22,422.47,kemijoki_rovaniemi,4400810
2015-11-23,375.56,kemijoki_rovaniemi,4400810
2015-11-24,445.51,kemijoki_rovaniemi,4400810
2015-11-25,453.58,kemijoki_rovaniemi,4400810
2015-11-26,497.41,kemijoki_rovaniemi,4400810
2015-11-27,373.42,kemijoki_rovaniemi,4400810
2015-11-28,413.04,kemijoki_rovaniemi,4400810
2015-11-29,345.62,kemijoki_rovaniemi,4400810
2015-11-30,422.04,kemijoki_rovaniemi,4400810
2015-12-01,390.1,kemijoki_rovaniemi,4400810
2015-12-02,461.78,kemijoki_rovaniemi,4400810
2015-12-03,383.54,kemijoki_rovaniemi,4400810
2015-12-04,357.01,kemijoki_rovaniemi,4400810
2015-12-05,392.33,kemijoki_rovaniemi,4400810
2015-12-06,348.71,kemijoki_rovaniemi,4400810
2015-12-07,427.78,kemijoki_rovaniemi,4400810
2015-12-08,346.11,kemijoki_rovaniemi,4400810
2015-12-09,406.83,kemijoki_rovaniemi,4400810
2015-12-10,345.74,kemijoki_rovaniemi,4400810
2015-12-11,396.71,kemijoki_rovaniemi,4400810
2015-12-12,453.66,kemijoki_rovaniemi,4400810
2015-12-13,416.46,kemijoki_rovaniemi,4400810
2015-12-14,380.96,kemijoki_rovaniemi,4400810
2015-12-15,405.1,kemijoki_rovaniemi,4400810
2015-12-16,406.52,kemijoki_rovaniemi,4400810
2015-12-17,419.71,kemijoki_rovaniemi,4400810
2015-12-18,366.36,kemijoki_rovaniemi,4400810
2015-12-19,423.18,kemijoki_rovaniemi,4400810
2015-12-20,327.57,kemijoki_rovaniemi,4400810
2015-12-21,387.73,kemijoki_rovaniemi,4400810
2015-12-22,391.84,kemijoki_rovaniemi,4400810
2015-12-23,424.37,kemijoki_rovaniemi,4400810
2015-12-24,406.66,kemijoki_rovaniemi,4400810
2015-12-25,365.24,kemijoki_rovaniemi,4400810
2015-12-26,377.44,kemijoki_rovaniemi,4400810
2015-12-27,411.76,kemijoki_rovaniemi,4400810
2015-12-28,403.71,kemijoki_rovaniemi,4400810
2015-12-29,389.21,kemijoki_rovaniemi,4400810
2015-12-30,392.06,kemijoki_rovaniemi,4400810
2015-12-31,426.19,kemijoki_rovaniemi,4400810
2016-01-01,390.99,kemijoki_rovaniemi,4400810
2016-01-02,403.45,kemijoki_rovaniemi,4400810
2016-01-03,468.93,kemijoki_rovaniemi,4400810
2016-01-04,364.71,kemijoki_rovaniemi,4400810
2016-01-05,352.3,kemijoki_rovaniemi,4400810
2016-01-06,428.72,kemijoki_rovaniemi,4400810
2016-01-07,386.32,kemijoki_rovaniemi,4400810
2016-01-08,396.77,kemijoki_rovaniemi,4400810
2016-01-09,383.35,kemijoki_rovaniemi,4400810
2016-01-10,398.47,kemijoki_rovaniemi,4400810
2016-01-11,452.36,kemijoki_rovaniemi,4400810
2016-01-12,429.26,kemijoki_rovaniemi,4400810
2016-01-13,431.0,kemijoki_rovaniemi,4400810
2016-01-14,364.93,kemijoki_rovaniemi,4400810
2016-01-15,372.62,kemijoki_rovaniemi,4400810
2016-01-16,323.67,kemijoki_rovaniemi,4400810
2016-01-17,382.53,kemijoki_rovaniemi,4400810
2016-01-18,433.74,kemijoki_rovaniemi,4400810
2016-01-19,420.99,kemijoki_rovaniemi,4400810
2016-01-20,399.58,kemijoki_rovaniemi,4400810
2016-01-21,405.35,kemijoki_rovaniemi,4400810
2016-01-22,386.02,kemijoki_rovaniemi,4400810
2016-01-23,411.94,kemijoki_rovaniemi,4400810
2016-01-24,428.21,kemijoki_rovaniemi,4400810
2016-01-25,359.14,kemijoki_rovaniemi,4400810
2016-01-26,414.69,kemijoki_rovaniemi,4400810
2016-01-27,433.04,kemijoki_rovaniemi,4400810
2016-01-28,393.96,kemijoki_rovaniemi,4400810
2016-01-29,426.32,kemijoki_rovaniemi,4400810
2016-01-30,487.63,kemijoki_rovaniemi,4400810
2016-01-31,402.98,kemijoki_rovaniemi,4400810
2016-02-01,417.41,kemijoki_rovaniemi,4400810
2016-02-02,384.6,kemijoki_rovaniemi,4400810
2016-02-03,411.26,kemijoki_rovaniemi,4400810
2016-02-04,419.35,kemijoki_rovaniemi,4400810
2016-02-05,411.66,kemijoki_rovaniemi,4400810
2016-02-06,376.44,kemijoki_rovaniemi,4400810
2016-02-07,412.0,kemijoki_rovaniemi,4400810
2016-02-08,448.42,kemijoki_rovaniemi,4400810
2016-02-09,419.03,kemijoki_rovaniemi,4400810
2016-02-10,433.93,kemijoki_rovaniemi,4400810
2016-02-11,399.17,kemijoki_rovaniemi,4400810
2016-02-12,427.8,kemijoki_rovaniemi,4400810
2016-02-13,414.16,kemijoki_rovaniemi,4400810
2016-02-14,378.5,kemijoki_rovaniemi,4400810
2016-02-15,415.34,kemijoki_rovaniemi,4400810
2016-02-16,377.37,kemijoki_rovaniemi,4400810
2016-02-17,387.8,kemijoki_rovaniemi,4400810
2016-02-18,411.68,kemijoki_rovaniemi,4400810
2016-02-19,414.86,kemijoki_rovaniemi,4400810
2016-02-20,371.81,kemijoki_rovaniemi,4400810
2016-02-21,436.93,kemijoki_rovaniemi,4400810
2016-02-22,423.04,kemijoki_rovaniemi,4400810
2016-02-23,386.12,kemijoki_rovaniemi,4400810
2016-02-24,362.09,kemijoki_rovaniemi,4400810
2016-02-25,402.63,kemijoki_rovaniemi,4400810
2016-02-26,394.08,kemijoki_rovaniemi,4400810
2016-02-27,410.51,kemijoki_rovaniemi,4400810
2016-02-28,396.96,kemijoki_rovaniemi,4400810
2016-02-29,349.58,kemijoki_rovaniemi,4400810
2016-03-01,396.89,kemijoki_rovaniemi,4400810
2016-03-02,399.72,kemijoki_rovaniemi,4400810
2016-03-03,427.46,kemijoki_rovaniemi,4400810
2016-03-04,389.42,kemijoki_rovaniemi,4400810
2016-03-05,459.04,kemijoki_rovaniemi,4400810
2016-03-06,355.72,kemijoki_rovaniemi,4400810
2016-03-07,450.1,kemijoki_rovaniemi,4400810
2016-03-08,406.64,kemijoki_rovaniemi,4400810
2016-03-09,439.31,kemijoki_rovaniemi,4400810
2016-03-10,418.11,kemijoki_rovaniemi,4400810
2016-03-11,450.46,kemijoki_rovaniemi,4400810
2016-03-12,408.02,kemijoki_rovaniemi,4400810
2016-03-13,389.49,kemijoki_rovaniemi,4400810
2016-03-14,464.91,kemijoki_rovaniemi,4400810
2016-03-15,423.1,kemijoki_rovaniemi,4400810
2016-03-16,435.81,kemijoki_rovaniemi,4400810
2016-03-17,468.56,kemijoki_rovaniemi,4400810
2016-03-18,406.57,kemijoki_rovaniemi,4400810
2016-03-19,457.93,kemijoki_rovaniemi,4400810
2016-03-20,428.17,kemijoki_rovaniemi,4400810
2016-03-21,446.54,kemijoki_rovaniemi,4400810
2016-03-22,458.07,kemijoki_rovaniemi,4400810
2016-03-23,418.6,kemijoki_rovaniemi,4400810
2016-03-24,446.21,kemijoki_rovaniemi,4400810
2016-03-25,515.25,kemijoki_rovaniemi,4400810
2016-03-26,509.64,kemijoki_rovaniemi,4400810
2016-03-27,490.61,kemijoki_rovaniemi,4400810
2016-03-28,508.6,kemijoki_rovaniemi,4400810
2016-03-29,502.77,kemijoki_rovaniemi,4400810
2016-03-30,561.04,kemijoki_rovaniemi,4400810
2016-03-31,526.92,kemijoki_rovaniemi,4400810
2016-04-01,551.1,kemijoki_rovaniemi,4400810
2016-04-02,589.87,kemijoki_rovaniemi,4400810
2016-04-03,546.93,kemijoki_rovaniemi,4400810
2016-04-04,628.07,kemijoki_rovaniemi,4400810
2016-04-05,552.37,kemijoki_rovaniemi,4400810
2016-04-06,658.37,kemijoki_rovaniemi,4400810
2016-04-07,615.05,kemijoki_rovaniemi,4400810
2016-04-08,633.9,kemijoki_rovaniemi,4400810
2016-04-09,601.47,kemijoki_rovaniemi,4400810
2016-04-10,658.62,kemijoki_rovaniemi,4400810
2016-04-11,657.28,kemijoki_rovaniemi,4400810
2016-04-12,685.43,kemijoki_rovaniemi,4400810
2016-04-13,714.59,kemijoki_rovaniemi,4400810
2016-04-14,761.66,kemijoki_rovaniemi,4400810
2016-04-15,754.91,kemijoki_rovaniemi,4400810
2016-04-16,772.4,kemijoki_rovaniemi,4400810
2016-04-17,745.77,kemijoki_rovaniemi,4400810
2016-04-18,765.42,kemijoki_rovaniemi,4400810
2016-04-19,855.81,kemijoki_rovaniemi,4400810
2016-04-20,794.16,kemijoki_rovaniemi,4400810
2016-04-21,874.39,kemijoki_rovaniemi,4400810
2016-04-22,829.16,kemijoki_rovaniemi,4400810
2016-04-23,844.99,kemijoki_rovaniemi,4400810
2016-04-24,883.48,kemijoki_rovaniemi,4400810
2016-04-25,895.57,kemijoki_rovaniemi,4400810
2016-04-26,860.39,kemijoki_rovaniemi,4400810
2016-04-27,855.89,kemijoki_rovaniemi,4400810
2016-04-28,867.66,kemijoki_rovaniemi,4400810
2016-04-29,879.8,kemijoki_rovaniemi,4400810
2016-04-30,895.13,kemijoki_rovaniemi,4400810
2016-05-01,867.27,kemijoki_rovaniemi,4400810
2016-05-02,881.55,kemijoki_rovaniemi,4400810
2016-05-03,906.2,kemijoki_rovaniemi,4400810
2016-05-04,863.5,kemijoki_rovaniemi,4400810
2016-05-05,853.96,kemijoki_rovaniemi,4400810
2016-05-06,792.16,kemijoki_rovaniemi,4400810
2016-05-07,750.07,kemijoki_rovaniemi,4400810
2016-05-08,826.74,kemijoki_rovaniemi,4400810
2016-05-09,800.9,kemijoki_rovaniemi,4400810
2016-05-10,776.04,kemijoki_rovaniemi,4400810
2016-05-11,784.6,kemijoki_rovaniemi,4400810
2016-05-12,761.73,kemijoki_rovaniemi,4400810
