datetime,water_level_m,station,station_id
2015-03-02,74.682,kemijoki_rovaniemi,4400810
2015-03-03,74.763,kemijoki_rovaniemi,4400810
2015-03-04,74.517,kemijoki_rovaniemi,4400810
2015-03-05,74.496,kemijoki_rovaniemi,4400810
2015-03-06,75.042,kemijoki_rovaniemi,4400810
2015-03-07,75.193,kemijoki_rovaniemi,4400810
2015-03-08,74.812,kemijoki_rovaniemi,4400810
2015-03-09,75.108,kemijoki_rovaniemi,4400810
2015-03-10,74.941,kemijoki_rovaniemi,4400810
2015-03-11,74.676,kemijoki_rovaniemi,4400810
2015-03-12,74.957,kemijoki_rovaniemi,4400810
2015-03-13,75.284,kemijoki_rovaniemi,4400810
2015-03-14,74.87,kemijoki_rovaniemi,4400810
2015-03-15,75.314,kemijoki_rovaniemi,4400810
2015-03-16,74.198,kemijoki_rovaniemi,4400810
2015-03-17,75.143,kemijoki_rovaniemi,4400810
2015-03-18,74.962,kemijoki_rovaniemi,4400810
2015-03-19,74.877,kemijoki_rovaniemi,4400810
2015-03-20,75.004,kemijoki_rovaniemi,4400810
2015-03-21,74.467,kemijoki_rovaniemi,4400810
2015-03-22,74.97,kemijoki_rovaniemi,4400810
2015-03-23,75.155,kemijoki_rovaniemi,4400810
2015-03-24,75.489,kemijoki_rovaniemi,4400810
2015-03-25,74.985,kemijoki_rovaniemi,4400810
2015-03-26,74.944,kemijoki_rovaniemi,4400810
2015-03-27,75.068,kemijoki_rovaniemi,4400810
2015-03-28,75.494,kemijoki_rovaniemi,4400810
2015-03-29,75.383,kemijoki_rovaniemi,4400810
2015-03-30,75.202,kemijoki_rovaniemi,4400810
2015-03-31,75.537,kemijoki_rovaniemi,4400810
2015-04-01,75.482,kemijoki_rovaniemi,4400810
2015-04-02,75.777,kemijoki_rovaniemi,4400810
2015-04-03,75.39,kemijoki_rovaniemi,4400810
2015-04-04,75.557,kemijoki_rovaniemi,4400810
2015-04-05,75.609,kemijoki_rovaniemi,4400810
2015-04-06,75.392,kemijoki_rovaniemi,4400810
2015-04-07,75.941,kemijoki_rovaniemi,4400810
2015-04-08,76.008,kemijoki_rovaniemi,4400810
2015-04-09,76.017,kemijoki_rovaniemi,4400810
2015-04-10,76.031,kemijoki_rovaniemi,4400810
2015-04-11,75.793,kemijoki_rovaniemi,4400810
2015-04-12,76.142,kemijoki_rovaniemi,4400810
2015-04-13,76.244,kemijoki_rovaniemi,4400810
2015-04-14,76.2,kemijoki_rovaniemi,4400810
2015-04-15,76.452,kemijoki_rovaniemi,4400810
2015-04-16,76.683,kemijoki_rovaniemi,4400810
2015-04-17,77.158,kemijoki_rovaniemi,4400810
2015-04-18,76.769,kemijoki_rovaniemi,4400810
2015-04-19,76.861,kemijoki_rovaniemi,4400810
2015-04-20,76.837,kemijoki_rovaniemi,4400810
2015-04-21,76.4,kemijoki_rovaniemi,4400810
2015-04-22,76.967,kemijoki_rovaniemi,4400810
2015-04-23,77.041,kemijoki_rovaniemi,4400810
2015-04-24,77.735,kemijoki_rovaniemi,4400810
2015-04-25,77.057,kemijoki_rovaniemi,4400810
2015-04-26,77.223,kemijoki_rovaniemi,4400810
2015-04-27,77.158,kemijoki_rovaniemi,4400810
2015-04-28,76.87,kemijoki_rovaniemi,4400810
2015-04-29,77.505,kemijoki_rovaniemi,4400810
2015-04-30,77.403,kemijoki_rovaniemi,4400810
2015-05-01,77.41,kemijoki_rovaniemi,4400810
2015-05-02,76.94,kemijoki_rovaniemi,4400810
2015-05-03,77.546,kemijoki_rovaniemi,4400810
2015-05-04,76.763,kemijoki_rovaniemi,4400810
2015-05-05,77.268,kemijoki_rovaniemi,4400810
2015-05-06,77.662,kemijoki_rovaniemi,4400810
2015-05-07,76.758,kemijoki_rovaniemi,4400810
2015-05-08,76.821,kemijoki_rovaniemi,4400810
2015-05-09,76.945,kemijoki_rovaniemi,4400810
2015-05-10,76.721,kemijoki_rovaniemi,4400810
2015-05-11,76.373,kemijoki_rovaniemi,4400810
2015-05-12,76.74,kemijoki_rovaniemi,4400810
2015-05-13,76.362,kemijoki_rovaniemi,4400810
2015-05-14,76.701,kemijoki_rovaniemi,4400810
2015-05-15,76.248,kemijoki_rovaniemi,4400810
2015-05-16,76.835,kemijoki_rovaniemi,4400810
2015-05-17,76.125,kemijoki_rovaniemi,4400810
2015-05-18,76.169,kemijoki_rovaniemi,4400810
2015-05-19,76.395,kemijoki_rovaniemi,4400810
2015-05-20,75.762,kemijoki_rovaniemi,4400810
2015-05-21,76.077,kemijoki_rovaniemi,4400810
2015-05-22,76.29,kemijoki_rovaniemi,4400810
2015-05-23,75.427,kemijoki_rovaniemi,4400810
2015-05-24,75.837,kemijoki_rovaniemi,4400810
2015-05-25,75.785,kemijoki_rovaniemi,4400810
2015-05-26,75.857,kemijoki_rovaniemi,4400810
2015-05-27,75.245,kemijoki_rovaniemi,4400810
2015-05-28,75.159,kemijoki_rovaniemi,4400810
2015-05-29,75.596,kemijoki_rovaniemi,4400810
2015-05-30,75.479,kemijoki_rovaniemi,4400810
2015-05-31,75.412,kemijoki_rovaniemi,4400810
2015-06-01,75.388,kemijoki_rovaniemi,4400810
2015-06-02,75.063,kemijoki_rovaniemi,4400810
2015-06-03,75.266,kemijoki_rovaniemi,4400810
2015-06-04,75.242,kemijoki_rovaniemi,4400810
2015-06-05,74.932,kemijoki_rovaniemi,4400810
2015-06-06,75.594,kemijoki_rovaniemi,4400810
2015-06-07,75.186,kemijoki_rovaniemi,4400810
2015-06-08,74.708,kemijoki_rovaniemi,4400810
2015-06-09,75.18,kemijoki_rovaniemi,4400810
2015-06-10,74.716,kemijoki_rovaniemi,4400810
2015-06-11,75.17,kemijoki_rovaniemi,4400810
2015-06-12,75.251,kemijoki_rovaniemi,4400810
2015-06-13,74.699,kemijoki_rovaniemi,4400810
2015-06-14,75.166,kemijoki_rovaniemi,4400810
2015-06-15,75.003,kemijoki_rovaniemi,4400810
2015-06-16,75.101,kemijoki_rovaniemi,4400810
2015-06-17,75.381,kemijoki_rovaniemi,4400810
2015-06-18,74.793,kemijoki_rovaniemi,4400810
2015-06-19,74.647,kemijoki_rovaniemi,4400810
2015-06-20,74.603,kemijoki_rovaniemi,4400810
2015-06-21,74.617,kemijoki_rovaniemi,4400810
2015-06-22,74.811,kemijoki_rovaniemi,4400810
2015-06-23,74.919,kemijoki_rovaniemi,4400810
2015-06-24,74.897,kemijoki_rovaniemi,4400810
2015-06-25,75.042,kemijoki_rovaniemi,4400810
2015-06-26,74.82,kemijoki_rovaniemi,4400810
2015-06-27,75.206,kemijoki_rovaniemi,4400810
2015-06-28,74.74,kemijoki_rovaniemi,4400810
2015-06-29,75.544,kemijoki_rovaniemi,4400810
2015-06-30,74.977,kemijoki_rovaniemi,4400810
2015-07-01,74.575,kemijoki_rovaniemi,4400810
2015-07-02,74.516,kemijoki_rovaniemi,4400810
2015-07-03,74.935,kemijoki_rovaniemi,4400810
2015-07-04,74.744,kemijoki_rovaniemi,4400810
2015-07-05,74.996,kemijoki_rovaniemi,4400810
2015-07-06,74.931,kemijoki_rovaniemi,4400810
2015-07-07,74.783,kemijoki_rovaniemi,4400810
2015-07-08,74.574,kemijoki_rovaniemi,4400810
2015-07-09,74.393,kemijoki_rovaniemi,4400810
2015-07-10,74.681,kemijoki_rovaniemi,4400810
2015-07-11,75.033,kemijoki_rovaniemi,4400810
2015-07-12,74.86,kemijoki_rovaniemi,4400810
2015-07-13,74.465,kemijoki_rovaniemi,4400810
2015-07-14,74.849,kemijoki_rovaniemi,4400810
2015-07-15,74.906,kemijoki_rovaniemi,4400810
2015-07-16,74.564,kemijoki_rovaniemi,4400810
2015-07-17,74.844,kemijoki_rovaniemi,4400810
2015-07-18,74.818,kemijoki_rovaniemi,4400810
2015-07-19,74.494,kemijoki_rovaniemi,4400810
2015-07-20,74.9,kemijoki_rovaniemi,4400810
2015-07-21,74.955,kemijoki_rovaniemi,4400810
2015-07-22,75.097,kemijoki_rovaniemi,4400810
2015-07-23,75.09,kemijoki_rovaniemi,4400810
2015-07-24,74.434,kemijoki_rovaniemi,4400810
2015-07-25,74.553,kemijoki_rovaniemi,4400810
2015-07-26,74.946,kemijoki_rovaniemi,4400810
2015-07-27,74.947,kemijoki_rovaniemi,4400810
2015-07-28,74.949,kemijoki_rovaniemi,4400810
2015-07-29,75.851,kemijoki_rovaniemi,4400810
2015-07-30,74.966,kemijoki_rovaniemi,4400810
2015-07-31,75.12,kemijoki_rovaniemi,4400810
2015-08-01,75.073,kemijoki_rovaniemi,4400810
2015-08-02,74.993,kemijoki_rovaniemi,4400810
2015-08-03,74.734,kemijoki_rovaniemi,4400810
2015-08-04,75.026,kemijoki_rovaniemi,4400810
2015-08-05,74.615,kemijoki_rovaniemi,4400810
2015-08-06,74.763,kemijoki_rovaniemi,4400810
2015-08-07,74.698,kemijoki_rovaniemi,4400810
2015-08-08,74.855,kemijoki_rovaniemi,4400810
2015-08-09,75.461,kemijoki_rovaniemi,4400810
2015-08-10,74.336,kemijoki_rovaniemi,4400810
2015-08-11,75.03,kemijoki_rovaniemi,4400810
2015-08-12,74.413,kemijoki_rovaniemi,4400810
2015-08-13,74.726,kemijoki_rovaniemi,4400810
2015-08-14,75.153,kemijoki_rovaniemi,4400810
2015-08-15,74.882,kemijoki_rovaniemi,4400810
2015-08-16,74.58,kemijoki_rovaniemi,4400810
2015-08-17,74.685,kemijoki_rovaniemi,4400810
2015-08-18,75.069,kemijoki_rovaniemi,4400810
2015-08-19,74.696,kemijoki_rovaniemi,4400810
2015-08-20,74.96,kemijoki_rovaniemi,4400810
2015-08-21,74.923,kemijoki_rovaniemi,4400810
2015-08-22,74.744,kemijoki_rovaniemi,4400810
2015-08-23,75.509,kemijoki_rovaniemi,4400810
2015-08-24,75.112,kemijoki_rovaniemi,4400810
2015-08-25,74.405,kemijoki_rovaniemi,4400810
2015-08-26,75.014,kemijoki_rovaniemi,4400810
2015-08-27,74.798,kemijoki_rovaniemi,4400810
2015-08-28,75.22,kemijoki_rovaniemi,4400810
2015-08-29,74.79,kemijoki_rovaniemi,4400810
2015-08-30,74.988,kemijoki_rovaniemi,4400810
2015-08-31,75.17,kemijoki_rovaniemi,4400810
2015-09-01,75.284,kemijoki_rovaniemi,4400810
2015-09-02,74.743,kemijoki_rovaniemi,4400810
2015-09-03,74.994,kemijoki_rovaniemi,4400810
2015-09-04,74.974,kemijoki_rovaniemi,4400810
2015-09-05,74.945,kemijoki_rovaniemi,4400810
2015-09-06,75.617,kemijoki_rovaniemi,4400810
2015-09-07,75.27,kemijoki_rovaniemi,4400810
2015-09-08,74.84,kemijoki_rovaniemi,4400810
2015-09-09,75.45,kemijoki_rovaniemi,4400810
2015-09-10,75.796,kemijoki_rovaniemi,4400810
2015-09-11,75.524,kemijoki_rovaniemi,4400810
2015-09-12,74.857,kemijoki_rovaniemi,4400810
2015-09-13,75.159,kemijoki_rovaniemi,4400810
2015-09-14,75.655,kemijoki_rovaniemi,4400810
2015-09-15,75.145,kemijoki_rovaniemi,4400810
2015-09-16,75.479,kemijoki_rovaniemi,4400810
2015-09-17,75.591,kemijoki_rovaniemi,4400810
2015-09-18,75.155,kemijoki_rovaniemi,4400810
2015-09-19,75.413,kemijoki_rovaniemi,4400810
2015-09-20,74.577,kemijoki_rovaniemi,4400810
2015-09-21,75.198,kemijoki_rovaniemi,4400810
2015-09-22,75.429,kemijoki_rovaniemi,4400810
2015-09-23,75.182,kemijoki_rovaniemi,4400810
2015-09-24,75.982,kemijoki_rovaniemi,4400810
2015-09-25,75.176,kemijoki_rovaniemi,4400810
2015-09-26,75.463,kemijoki_rovaniemi,4400810
2015-09-27,75.637,kemijoki_rovaniemi,4400810
2015-09-28,76.01,kemijoki_rovaniemi,4400810
2015-09-29,75.251,kemijoki_rovaniemi,4400810
2015-09-30,75.97,kemijoki_rovaniemi,4400810
2015-10-01,75.674,kemijoki_rovaniemi,4400810
2015-10-02,75.421,kemijoki_rovaniemi,4400810
2015-10-03,75.825,kemijoki_rovaniemi,4400810
2015-10-04,75.766,kemijoki_rovaniemi,4400810
2015-10-05,75.561,kemijoki_rovaniemi,4400810
2015-10-06,75.752,kemijoki_rovaniemi,4400810
2015-10-07,75.637,kemijoki_rovaniemi,4400810
2015-10-08,75.778,kemijoki_rovaniemi,4400810
2015-10-09,75.932,kemijoki_rovaniemi,4400810
2015-10-10,76.185,kemijoki_rovaniemi,4400810
2015-10-11,75.425,kemijoki_rovaniemi,4400810
2015-10-12,76.336,kemijoki_rovaniemi,4400810
2015-10-13,75.232,kemijoki_rovaniemi,4400810
2015-10-14,75.716,kemijoki_rovaniemi,4400810
2015-10-15,75.912,kemijoki_rovaniemi,4400810
2015-10-16,75.824,kemijoki_rovaniemi,4400810
2015-10-17,75.573,kemijoki_rovaniemi,4400810
2015-10-18,75.677,kemijoki_rovaniemi,4400810
2015-10-19,75.59,kemijoki_rovaniemi,4400810
2015-10-20,75.553,kemijoki_rovaniemi,4400810
2015-10-21,75.929,kemijoki_rovaniemi,4400810
2015-10-22,75.783,kemijoki_rovaniemi,4400810
2015-10-23,75.484,kemijoki_rovaniemi,4400810
2015-10-24,75.898,kemijoki_rovaniemi,4400810
2015-10-25,75.722,kemijoki_rovaniemi,4400810
2015-10-26,75.84,kemijoki_rovaniemi,4400810
2015-10-27,75.772,kemijoki_rovaniemi,4400810
2015-10-28,75.358,kemijoki_rovaniemi,4400810
2015-10-29,75.411,kemijoki_rovaniemi,4400810
2015-10-30,75.743,kemijoki_rovaniemi,4400810
2015-10-31,75.684,kemijoki_rovaniemi,4400810
2015-11-01,75.491,kemijoki_rovaniemi,4400810
2015-11-02,75.506,kemijoki_rovaniemi,4400810
2015-11-03,75.797,kemijoki_rovaniemi,4400810
2015-11-04,75.269,kemijoki_rovaniemi,4400810
2015-11-05,75.553,kemijoki_rovaniemi,4400810
2015-11-06,75.328,kemijoki_rovaniemi,4400810
2015-11-07,75.3,kemijoki_rovaniemi,4400810
2015-11-08,75.632,kemijoki_rovaniemi,4400810
2015-11-09,75.536,kemijoki_rovaniemi,4400810
2015-11-10,75.51,kemijoki_rovaniemi,4400810
2015-11-11,75.62,kemijoki_rovaniemi,4400810
2015-11-12,75.251,kemijoki_rovaniemi,4400810
2015-11-13,75.407,kemijoki_rovaniemi,4400810
2015-11-14,75.118,kemijoki_rovaniemi,4400810
2015-11-15,75.268,kemijoki_rovaniemi,4400810
2015-11-16,75.125,kemijoki_rovaniemi,4400810
2015-11-17,75.167,kemijoki_rovaniemi,4400810
2015-11-18,75.282,kemijoki_rovaniemi,4400810
2015-11-19,74.881,kemijoki_rovaniemi,4400810
2015-11-20,75.649,kemijoki_rovaniemi,4400810
2015-11-21,74.795,kemijoki_rovaniemi,4400810
2015-11-22,74.722,kemijoki_rovaniemi,4400810
2015-11-23,75.347,kemijoki_rovaniemi,4400810
2015-11-24,75.232,kemijoki_rovaniemi,4400810
2015-11-25,75.173,kemijoki_rovaniemi,4400810
2015-11-26,75.16,kemijoki_rovaniemi,4400810
2015-11-27,74.973,kemijoki_rovaniemi,4400810
2015-11-28,74.722,kemijoki_rovaniemi,4400810
2015-11-29,74.972,kemijoki_rovaniemi,4400810
2015-11-30,74.758,kemijoki_rovaniemi,4400810
2015-12-01,75.193,kemijoki_rovaniemi,4400810
2015-12-02,74.88,kemijoki_rovaniemi,4400810
2015-12-03,74.687,kemijoki_rovaniemi,4400810
2015-12-04,74.815,kemijoki_rovaniemi,4400810
2015-12-05,75.005,kemijoki_rovaniemi,4400810
2015-12-06,74.733,kemijoki_rovaniemi,4400810
2015-12-07,74.656,kemijoki_rovaniemi,4400810
2015-12-08,74.937,kemijoki_rovaniemi,4400810
2015-12-09,74.931,kemijoki_rovaniemi,4400810
2015-12-10,74.722,kemijoki_rovaniemi,4400810
2015-12-11,74.727,kemijoki_rovaniemi,4400810
2015-12-12,74.912,kemijoki_rovaniemi,4400810
2015-12-13,74.453,kemijoki_rovaniemi,4400810
2015-12-14,74.46,kemijoki_rovaniemi,4400810
2015-12-15,74.642,kemijoki_rovaniemi,4400810
2015-12-16,74.775,kemijoki_rovaniemi,4400810
2015-12-17,74.913,kemijoki_rovaniemi,4400810
2015-12-18,75.225,kemijoki_rovaniemi,4400810
2015-12-19,75.055,kemijoki_rovaniemi,4400810
2015-12-20,74.778,kemijoki_rovaniemi,4400810
2015-12-21,74.814,kemijoki_rovaniemi,4400810
2015-12-22,74.546,kemijoki_rovaniemi,4400810
2015-12-23,74.81,kemijoki_rovaniemi,4400810
2015-12-24,74.736,kemijoki_rovaniemi,4400810
2015-12-25,74.899,kemijoki_rovaniemi,4400810
2015-12-26,74.587,kemijoki_rovaniemi,4400810
2015-12-27,74.95,kemijoki_rovaniemi,4400810
2015-12-28,75.222,kemijoki_rovaniemi,4400810
2015-12-29,74.778,kemijoki_rovaniemi,4400810
2015-12-30,74.915,kemijoki_rovaniemi,4400810
2015-12-31,74.992,kemijoki_rovaniemi,4400810
2016-01-01,75.586,kemijoki_rovaniemi,4400810
2016-01-02,75.755,kemijoki_rovaniemi,4400810
2016-01-03,75.698,kemijoki_rovaniemi,4400810
2016-01-04,75.721,kemijoki_rovaniemi,4400810
2016-01-05,75.486,kemijoki_rovaniemi,4400810
2016-01-06,75.701,kemijoki_rovaniemi,4400810
2016-01-07,75.829,kemijoki_rovaniemi,4400810
2016-01-08,76.087,kemijoki_rovaniemi,4400810
2016-01-09,75.954,kemijoki_rovaniemi,4400810
2016-01-10,76.276,kemijoki_rovaniemi,4400810
2016-01-11,75.488,kemijoki_rovaniemi,4400810
2016-01-12,75.93,kemijoki_rovaniemi,4400810
2016-01-13,75.744,kemijoki_rovaniemi,4400810
2016-01-14,76.286,kemijoki_rovaniemi,4400810
2016-01-15,75.476,kemijoki_rovaniemi,4400810
2016-01-16,75.468,kemijoki_rovaniemi,4400810
2016-01-17,75.533,kemijoki_rovaniemi,4400810
2016-01-18,75.121,kemijoki_rovaniemi,4400810
2016-01-19,75.553,kemijoki_rovaniemi,4400810
2016-01-20,75.49,kemijoki_rovaniemi,4400810
2016-01-21,75.735,kemijoki_rovaniemi,4400810
2016-01-22,75.787,kemijoki_rovaniemi,4400810
2016-01-23,76.201,kemijoki_rovaniemi,4400810
2016-01-24,75.951,kemijoki_rovaniemi,4400810
2016-01-25,75.539,kemijoki_rovaniemi,4400810
2016-01-26,75.452,kemijoki_rovaniemi,4400810
2016-01-27,75.828,kemijoki_rovaniemi,4400810
2016-01-28,75.338,kemijoki_rovaniemi,4400810
2016-01-29,76.189,kemijoki_rovaniemi,4400810
2016-01-30,76.013,kemijoki_rovaniemi,4400810
2016-01-31,75.568,kemijoki_rovaniemi,4400810
2016-02-01,75.232,kemijoki_rovaniemi,4400810
2016-02-02,76.06,kemijoki_rovaniemi,4400810
2016-02-03,75.664,kemijoki_rovaniemi,4400810
2016-02-04,76.029,kemijoki_rovaniemi,4400810
2016-02-05,75.264,kemijoki_rovaniemi,4400810
2016-02-06,75.533,kemijoki_rovaniemi,4400810
2016-02-07,75.696,kemijoki_rovaniemi,4400810
2016-02-08,75.707,kemijoki_rovaniemi,4400810
2016-02-09,75.573,kemijoki_rovaniemi,4400810
2016-02-10,75.863,kemijoki_rovaniemi,4400810
2016-02-11,75.407,kemijoki_rovaniemi,4400810
2016-02-12,75.657,kemijoki_rovaniemi,4400810
2016-02-13,75.728,kemijoki_rovaniemi,4400810
2016-02-14,75.834,kemijoki_rovaniemi,4400810
2016-02-15,75.887,kemijoki_rovaniemi,4400810
2016-02-16,75.392,kemijoki_rovaniemi,4400810
2016-02-17,75.281,kemijoki_rovaniemi,4400810
2016-02-18,76.041,kemijoki_rovaniemi,4400810
2016-02-19,75.786,kemijoki_rovaniemi,4400810
2016-02-20,75.494,kemijoki_rovaniemi,4400810
2016-02-21,76.115,kemijoki_rovaniemi,4400810
2016-02-22,75.728,kemijoki_rovaniemi,4400810
2016-02-23,76.016,kemijoki_rovaniemi,4400810
2016-02-24,75.716,kemijoki_rovaniemi,4400810
2016-02-25,76.255,kemijoki_rovaniemi,4400810
2016-02-26,76.174,kemijoki_rovaniemi,4400810
2016-02-27,75.634,kemijoki_rovaniemi,4400810
2016-02-28,75.965,kemijoki_rovaniemi,4400810
2016-02-29,75.878,kemijoki_rovaniemi,4400810
2016-03-01,76.075,kemijoki_rovaniemi,4400810
2016-03-02,75.448,kemijoki_rovaniemi,4400810
2016-03-03,75.896,kemijoki_rovaniemi,4400810
2016-03-04,75.999,kemijoki_rovaniemi,4400810
2016-03-05,75.242,kemijoki_rovaniemi,4400810
2016-03-06,75.402,kemijoki_rovaniemi,4400810
2016-03-07,75.176,kemijoki_rovaniemi,4400810
2016-03-08,75.659,kemijoki_rovaniemi,4400810
2016-03-09,75.932,kemijoki_rovaniemi,4400810
2016-03-10,76.151,kemijoki_rovaniemi,4400810
2016-03-11,75.774,kemijoki_rovaniemi,4400810
2016-03-12,76.203,kemijoki_rovaniemi,4400810
2016-03-13,75.401,kemijoki_rovaniemi,4400810
2016-03-14,75.326,kemijoki_rovaniemi,4400810
2016-03-15,75.785,kemijoki_rovaniemi,4400810
2016-03-16,75.919,kemijoki_rovaniemi,4400810
2016-03-17,75.824,kemijoki_rovaniemi,4400810
2016-03-18,75.294,kemijoki_rovaniemi,4400810
2016-03-19,75.85,kemijoki_rovaniemi,4400810
2016-03-20,75.546,kemijoki_rovaniemi,4400810
2016-03-21,76.105,kemijoki_rovaniemi,4400810
2016-03-22,76.052,kemijoki_rovaniemi,4400810
2016-03-23,75.731,kemijoki_rovaniemi,4400810
2016-03-24,75.881,kemijoki_rovaniemi,4400810
2016-03-25,75.771,kemijoki_rovaniemi,4400810
2016-03-26,76.081,kemijoki_rovaniemi,4400810
2016-03-27,76.4,kemijoki_rovaniemi,4400810
2016-03-28,75.923,kemijoki_rovaniemi,4400810
2016-03-29,76.375,kemijoki_rovaniemi,4400810
2016-03-30,76.15,kemijoki_rovaniemi,4400810
2016-03-31,76.136,kemijoki_rovaniemi,4400810
2016-04-01,76.382,kemijoki_rovaniemi,4400810
2016-04-02,76.194,kemijoki_rovaniemi,4400810
2016-04-03,76.391,kemijoki_rovaniemi,4400810
2016-04-04,76.286,kemijoki_rovaniemi,4400810
2016-04-05,77.212,kemijoki_rovaniemi,4400810
2016-04-06,76.765,kemijoki_rovaniemi,4400810
2016-04-07,76.643,kemijoki_rovaniemi,4400810
2016-04-08,76.968,kemijoki_rovaniemi,4400810
2016-04-09,76.959,kemijoki_rovaniemi,4400810
2016-04-10,77.01,kemijoki_rovaniemi,4400810
2016-04-11,77.316,kemijoki_rovaniemi,4400810
2016-04-12,77.436,kemijoki_rovaniemi,4400810
2016-04-13,77.168,kemijoki_rovaniemi,4400810
2016-04-14,77.235,kemijoki_rovaniemi,4400810
2016-04-15,77.394,kemijoki_rovaniemi,4400810
2016-04-16,76.922,kemijoki_rovaniemi,4400810
2016-04-17,77.207,kemijoki_rovaniemi,4400810
2016-04-18,78.055,kemijoki_rovaniemi,4400810
2016-04-19,78.196,kemijoki_rovaniemi,4400810
2016-04-20,77.745,kemijoki_rovaniemi,4400810
2016-04-21,78.025,kemijoki_rovaniemi,4400810
2016-04-22,78.004,kemijoki_rovaniemi,4400810
2016-04-23,78.796,kemijoki_rovaniemi,4400810
2016-04-24,78.306,kemijoki_rovaniemi,4400810
2016-04-25,78.002,kemijoki_rovaniemi,4400810
2016-04-26,77.804,kemijoki_rovaniemi,4400810
2016-04-27,77.646,kemijoki_rovaniemi,4400810
2016-04-28,78.146,kemijoki_rovaniemi,4400810
2016-04-29,77.89,kemijoki_rovaniemi,4400810
2016-04-30,77.707,kemijoki_rovaniemi,4400810
2016-05-01,77.905,kemijoki_rovaniemi,4400810
2016-05-02,77.77,kemijoki_rovaniemi,4400810
2016-05-03,78.492,kemijoki_rovaniemi,4400810
2016-05-04,78.242,kemijoki_rovaniemi,4400810
2016-05-05,77.963,kemijoki_rovaniemi,4400810
2016-05-06,78.32,kemijoki_rovaniemi,4400810
2016-05-07,77.89,kemijoki_rovaniemi,4400810
2016-05-08,77.58,kemijoki_rovaniemi,4400810
2016-05-09,78.163,kemijoki_rovaniemi,4400810
2016-05-10,77.831,kemijoki_rovaniemi,4400810
2016-05-11,77.336,kemijoki_rovaniemi,4400810
2016-05-12,77.492,kemijoki_rovaniemi,4400810
